EmployeeNumber,Age,Gender,MaritalStatus,Department,JobRole,Education,EducationField,BusinessTravel,DistanceFromHome,OverTime,MonthlyIncome,StockOptionLevel,TotalWorkingYears,NumCompaniesWorked,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,YearsSinceLastPromotion,TrainingTimesLastYear,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AttritionFlag,Attrition
2259,21,Male,Married,Research & Development,Manufacturing Director,3,Marketing,Travel_Frequently,1,No,12417,0,9,1,3,1,3,2,3,3,4,4,4,3,0,No
2260,32,Female,Single,Sales,Sales Representative,2,Medical,Non-Travel,16,No,4699,1,15,3,0,0,0,0,1,2,4,2,3,3,0,No
2262,34,Male,Married,Research & Development,Healthcare Representative,1,Life Sciences,Non-Travel,1,Yes,4956,0,13,8,4,2,0,4,3,4,3,3,3,3,0,No
2263,30,Female,Divorced,Sales,Manager,1,Life Sciences,Travel_Frequently,1,No,17121,0,19,1,1,1,1,1,2,3,4,3,2,3,0,No
2265,45,Female,Single,Sales,Sales Executive,3,Medical,Travel_Rarely,5,No,6771,1,18,5,7,1,0,5,1,4,1,2,3,3,1,Yes
2266,36,Female,Single,Human Resources,Manager,4,Life Sciences,Travel_Rarely,1,No,18392,1,12,1,18,1,3,4,4,2,1,3,3,3,1,Yes
2267,41,Female,Divorced,Research & Development,Research Scientist,2,Medical,Travel_Rarely,1,No,2916,2,14,4,8,1,0,2,2,4,3,3,4,3,0,No
2269,38,Male,Divorced,Research & Development,Healthcare Representative,3,Medical,Travel_Rarely,8,No,3616,1,14,2,0,0,0,0,4,1,4,3,4,4,1,Yes
2270,53,Female,Married,Research & Development,Research Scientist,4,Medical,Travel_Rarely,24,No,2287,0,9,1,0,0,0,0,3,4,3,2,3,3,1,Yes
2273,30,Male,Married,Human Resources,Manager,4,Life Sciences,Travel_Rarely,1,No,16855,0,9,5,11,0,7,1,5,3,3,2,4,3,0,No
2275,27,Male,Divorced,Human Resources,Human Resources,4,Human Resources,Travel_Rarely,2,Yes,4518,0,12,0,0,0,0,0,3,1,4,3,2,3,1,Yes
2277,19,Male,Married,Human Resources,Manager,1,Marketing,Travel_Rarely,4,No,14867,0,23,4,1,1,0,1,3,4,2,3,2,3,1,Yes
2279,38,Male,Married,Human Resources,Manager,3,Life Sciences,Travel_Frequently,1,No,16749,1,28,0,13,1,5,2,4,3,3,3,3,3,1,Yes
2281,36,Male,Divorced,Research & Development,Laboratory Technician,5,Technical Degree,Non-Travel,4,Yes,1814,1,15,2,12,8,7,1,3,1,1,3,3,3,0,No
2284,42,Male,Single,Research & Development,Manufacturing Director,3,Marketing,Non-Travel,1,No,12973,1,11,6,3,3,1,1,0,3,1,3,3,3,0,No
2285,35,Female,Single,Sales,Sales Executive,4,Marketing,Travel_Rarely,23,No,8412,1,3,0,0,0,0,0,0,2,3,3,1,3,0,No
2286,51,Male,Single,Human Resources,Human Resources,3,Medical,Travel_Rarely,17,No,2844,1,0,1,5,1,5,0,0,4,1,3,2,3,1,Yes
2287,60,Female,Divorced,Human Resources,Manager,2,Life Sciences,Non-Travel,1,No,17370,1,3,1,7,7,1,3,2,2,4,3,3,3,0,No
2288,33,Female,Married,Sales,Sales Representative,3,Life Sciences,Non-Travel,12,No,5271,0,23,1,15,3,8,1,2,4,1,2,3,4,0,No
2289,42,Male,Married,Sales,Sales Executive,2,Medical,Travel_Rarely,1,No,5026,1,6,5,0,0,0,0,3,1,4,4,3,3,0,No
2291,36,Male,Married,Research & Development,Research Director,3,Medical,Travel_Rarely,4,No,17790,3,3,7,14,3,3,0,3,2,2,2,3,3,1,Yes
2292,44,Female,Married,Sales,Sales Representative,4,Life Sciences,Travel_Rarely,26,No,1009,0,16,2,0,0,0,0,4,1,1,2,3,3,0,No
2293,55,Female,Married,Sales,Manager,5,Marketing,Travel_Rarely,2,No,17220,0,12,5,22,10,2,9,2,4,4,2,3,3,0,No
2295,42,Male,Married,Sales,Sales Executive,3,Life Sciences,Non-Travel,7,No,6448,0,17,0,4,2,4,0,0,1,4,3,3,4,0,No
2296,51,Female,Married,Human Resources,Human Resources,3,Life Sciences,Travel_Frequently,26,No,3118,2,12,2,11,5,3,3,3,4,3,3,4,4,1,Yes
2298,35,Female,Married,Research & Development,Laboratory Technician,2,Medical,Travel_Rarely,11,No,3307,2,13,0,3,1,2,0,1,4,3,2,3,3,0,No
2300,46,Male,Married,Research & Development,Laboratory Technician,4,Marketing,Non-Travel,3,Yes,3849,0,17,2,28,0,7,5,3,4,2,3,4,3,0,No
2301,44,Female,Single,Sales,Manager,3,Life Sciences,Non-Travel,6,Yes,16792,0,8,0,4,4,1,0,3,1,3,3,3,4,0,No
2302,39,Female,Divorced,Research & Development,Research Scientist,4,Medical,Travel_Rarely,2,No,2679,1,3,0,3,3,3,1,3,1,3,4,3,3,0,No
2303,23,Female,Married,Sales,Sales Representative,4,Life Sciences,Travel_Rarely,9,No,2996,0,17,8,4,4,0,1,0,4,1,3,4,3,1,Yes
2306,19,Male,Single,Research & Development,Research Director,3,Life Sciences,Travel_Rarely,15,No,15534,1,13,3,1,1,1,0,3,1,4,4,2,3,0,No
2309,41,Male,Divorced,Sales,Sales Representative,2,Medical,Travel_Rarely,9,Yes,3045,0,21,2,2,0,0,1,3,1,1,3,3,3,0,No
2310,46,Male,Single,Research & Development,Healthcare Representative,4,Medical,Non-Travel,6,Yes,7281,2,22,3,18,0,1,3,1,3,4,3,3,3,0,No
2311,33,Female,Married,Sales,Sales Executive,3,Life Sciences,Non-Travel,17,No,5984,0,18,4,4,1,1,3,4,4,3,3,3,3,0,No
2317,26,Male,Divorced,Research & Development,Research Director,3,Marketing,Travel_Frequently,20,Yes,16337,0,8,3,2,1,2,2,2,3,4,3,4,3,0,No
2320,55,Male,Divorced,Research & Development,Research Scientist,1,Marketing,Travel_Rarely,4,No,5594,0,9,4,3,1,3,0,5,3,2,3,3,4,1,Yes
2321,48,Male,Single,Research & Development,Healthcare Representative,1,Medical,Travel_Rarely,3,No,8781,1,5,4,2,2,0,0,0,1,3,1,2,3,1,Yes
2322,47,Female,Divorced,Research & Development,Laboratory Technician,4,Medical,Travel_Rarely,11,No,1699,1,10,7,12,4,11,2,0,3,1,2,1,4,1,Yes
2324,39,Male,Divorced,Sales,Sales Representative,4,Technical Degree,Non-Travel,1,Yes,2898,3,23,3,7,7,0,3,2,4,2,3,4,3,1,Yes
2325,44,Female,Single,Sales,Sales Representative,5,Life Sciences,Travel_Rarely,1,No,4125,0,1,0,6,3,0,0,4,2,2,3,3,4,0,No
2326,32,Male,Single,Sales,Sales Representative,5,Medical,Travel_Rarely,25,Yes,4215,0,21,0,4,4,4,4,0,2,1,3,3,3,1,Yes
2327,22,Male,Divorced,Research & Development,Healthcare Representative,4,Marketing,Travel_Rarely,4,No,5939,1,16,0,0,0,0,0,3,4,2,2,4,4,0,No
2329,32,Female,Single,Research & Development,Research Director,3,Life Sciences,Travel_Rarely,9,No,17003,3,5,1,3,2,3,3,3,1,2,1,3,4,0,No
2330,36,Female,Single,Sales,Sales Executive,4,Marketing,Non-Travel,25,Yes,4095,0,0,0,8,2,6,2,3,2,3,3,3,3,0,No
2332,39,Male,Single,Research & Development,Manufacturing Director,2,Marketing,Travel_Rarely,6,Yes,12728,1,10,2,1,1,1,1,3,2,3,3,3,3,1,Yes
2336,46,Male,Married,Research & Development,Research Scientist,3,Life Sciences,Travel_Rarely,13,No,5086,1,2,1,1,1,1,1,3,2,2,3,3,3,0,No
2337,52,Male,Divorced,Research & Development,Healthcare Representative,5,Life Sciences,Travel_Rarely,20,Yes,7643,1,16,1,15,1,1,1,2,1,4,3,4,3,0,No
2341,34,Male,Married,Sales,Manager,4,Life Sciences,Non-Travel,20,No,15315,2,25,3,9,0,9,0,3,2,4,3,1,4,0,No
2344,28,Male,Single,Research & Development,Research Scientist,1,Marketing,Travel_Rarely,3,Yes,5740,0,19,0,1,1,1,0,4,3,4,3,4,3,1,Yes
2345,40,Female,Married,Sales,Sales Representative,2,Marketing,Travel_Rarely,3,No,2465,2,12,1,20,4,3,1,3,1,4,3,3,3,0,No
2346,52,Male,Single,Research & Development,Manufacturing Director,3,Marketing,Travel_Rarely,1,No,14589,0,13,1,0,0,0,0,2,3,1,3,4,3,0,No
2347,29,Male,Single,Sales,Sales Executive,3,Life Sciences,Travel_Rarely,1,No,4993,1,11,8,0,0,0,0,3,1,3,2,3,4,0,No
2348,37,Male,Single,Research & Development,Research Scientist,3,Human Resources,Travel_Rarely,27,Yes,4020,2,14,7,4,2,1,4,3,1,3,2,3,4,0,No
2349,49,Male,Single,Research & Development,Healthcare Representative,3,Life Sciences,Non-Travel,1,No,9122,1,23,7,1,1,1,0,3,2,2,3,3,4,1,Yes
2351,35,Female,Married,Research & Development,Research Director,3,Technical Degree,Travel_Rarely,11,Yes,16277,0,0,0,15,0,7,1,5,1,3,3,3,3,0,No
2352,42,Female,Married,Sales,Sales Representative,4,Life Sciences,Travel_Rarely,18,No,1055,0,8,1,3,3,3,0,3,2,2,3,3,3,0,No
2353,39,Female,Married,Research & Development,Research Scientist,4,Technical Degree,Travel_Rarely,1,No,5157,0,20,0,3,0,0,3,4,4,4,2,3,3,0,No
2355,40,Male,Divorced,Research & Development,Research Scientist,3,Other,Travel_Rarely,5,No,6300,2,21,3,10,1,1,3,3,3,4,4,2,4,0,No
2356,39,Male,Single,Sales,Sales Representative,2,Life Sciences,Travel_Rarely,22,Yes,2723,0,16,7,3,2,3,1,0,2,1,3,3,3,0,No
2359,31,Female,Married,Sales,Sales Representative,3,Marketing,Travel_Rarely,2,No,2461,1,22,1,1,1,1,1,2,2,2,3,3,3,0,No
2362,35,Male,Divorced,Sales,Sales Representative,2,Marketing,Travel_Rarely,15,No,1009,1,10,9,0,0,0,0,1,3,4,2,3,3,1,Yes
2363,36,Male,Married,Sales,Sales Representative,4,Life Sciences,Travel_Rarely,10,No,1772,0,16,1,10,3,0,1,3,1,3,3,3,3,0,No
2366,35,Male,Married,Sales,Sales Executive,4,Life Sciences,Travel_Rarely,8,No,7970,0,12,0,12,2,0,1,4,3,1,3,1,3,0,No
2367,60,Male,Single,Sales,Sales Representative,1,Life Sciences,Travel_Rarely,4,Yes,1009,1,5,3,18,3,4,0,3,3,1,3,2,3,0,No
2369,37,Male,Single,Sales,Manager,2,Medical,Travel_Rarely,4,No,18042,0,1,0,12,3,12,1,2,2,1,2,3,3,0,No
2370,35,Male,Married,Research & Development,Research Scientist,2,Life Sciences,Travel_Frequently,23,No,5549,0,20,5,4,4,1,2,2,3,3,2,3,3,0,No
2372,34,Male,Married,Sales,Sales Representative,3,Life Sciences,Travel_Rarely,16,No,1009,0,9,6,4,4,0,2,2,1,4,2,3,3,0,No
2377,36,Female,Married,Research & Development,Laboratory Technician,3,Medical,Travel_Frequently,1,No,2893,0,8,1,18,1,9,6,3,1,4,3,3,3,0,No
2378,35,Male,Married,Research & Development,Manufacturing Director,4,Life Sciences,Travel_Rarely,3,No,13827,0,3,3,6,6,0,0,5,1,3,3,3,3,0,No
2379,43,Female,Married,Research & Development,Healthcare Representative,4,Life Sciences,Travel_Rarely,11,No,5655,0,15,1,6,6,3,1,2,4,3,2,3,3,0,No
2383,55,Female,Divorced,Human Resources,Human Resources,4,Life Sciences,Travel_Rarely,4,Yes,6314,1,20,1,1,1,1,1,2,3,4,3,2,3,1,Yes
2386,32,Male,Married,Human Resources,Human Resources,4,Technical Degree,Non-Travel,7,No,6063,0,8,0,5,2,1,5,4,3,3,4,2,3,0,No
2389,43,Male,Single,Sales,Manager,3,Life Sciences,Non-Travel,3,Yes,16478,0,7,2,7,1,0,2,2,1,3,3,2,4,0,No
2390,28,Female,Married,Human Resources,Human Resources,5,Life Sciences,Travel_Rarely,8,No,3488,2,18,1,9,0,4,5,3,2,4,2,3,4,1,Yes
2391,50,Female,Single,Sales,Sales Executive,2,Technical Degree,Travel_Rarely,16,No,7130,0,9,2,0,0,0,0,2,2,1,1,3,3,0,No
2393,28,Male,Divorced,Sales,Sales Executive,3,Medical,Travel_Rarely,1,Yes,8919,0,16,4,10,2,2,1,4,3,2,3,3,4,0,No
2396,43,Male,Married,Human Resources,Manager,3,Other,Travel_Rarely,27,No,17021,0,16,0,5,4,3,2,3,3,2,3,2,3,0,No
2404,42,Female,Single,Human Resources,Human Resources,2,Medical,Travel_Rarely,16,No,4366,0,12,1,0,0,0,0,4,4,4,2,4,3,0,No
2408,31,Male,Married,Research & Development,Manufacturing Director,2,Medical,Travel_Rarely,6,No,15194,1,5,0,0,0,0,0,2,3,2,3,1,4,0,No
2413,45,Male,Single,Research & Development,Healthcare Representative,1,Life Sciences,Travel_Rarely,22,Yes,6226,1,13,3,7,6,0,0,4,4,1,4,4,3,0,No
2415,39,Female,Divorced,Research & Development,Laboratory Technician,2,Medical,Travel_Frequently,9,Yes,3860,0,8,1,7,7,1,1,2,3,1,2,4,3,0,No
2417,54,Male,Divorced,Research & Development,Manufacturing Director,4,Life Sciences,Travel_Rarely,1,No,14408,0,13,0,5,4,1,5,2,1,4,2,3,3,0,No
2419,48,Male,Married,Sales,Manager,2,Marketing,Travel_Rarely,1,No,16199,1,16,0,3,1,0,3,1,4,2,3,3,3,0,No
2425,34,Male,Single,Sales,Manager,3,Medical,Travel_Rarely,1,Yes,16743,0,10,2,16,1,0,0,3,4,4,3,2,4,0,No
2430,36,Female,Single,Sales,Manager,2,Life Sciences,Non-Travel,4,Yes,19415,0,12,7,2,2,1,1,0,4,3,2,3,3,0,No
2432,41,Female,Married,Human Resources,Manager,3,Technical Degree,Travel_Rarely,4,Yes,19306,0,20,9,4,4,2,3,2,4,1,2,3,3,0,No
2434,32,Female,Married,Research & Development,Manufacturing Director,2,Technical Degree,Non-Travel,4,No,13575,0,7,0,3,3,0,0,3,2,2,4,2,3,0,No
2435,47,Male,Single,Human Resources,Human Resources,4,Technical Degree,Travel_Rarely,29,Yes,4370,0,17,1,21,1,7,19,0,1,1,2,2,3,0,No
2440,47,Male,Married,Human Resources,Human Resources,3,Life Sciences,Travel_Rarely,3,Yes,4799,1,14,2,10,0,1,0,1,1,4,3,3,3,1,Yes
2441,45,Male,Married,Sales,Sales Executive,1,Medical,Travel_Rarely,2,No,6929,0,9,1,0,0,0,0,5,2,4,3,4,3,1,Yes
2443,32,Male,Married,Human Resources,Manager,3,Life Sciences,Non-Travel,2,No,16059,2,6,7,4,4,1,3,4,4,4,3,3,4,1,Yes
2444,36,Male,Single,Sales,Sales Representative,3,Human Resources,Travel_Rarely,23,No,3604,3,0,0,10,1,2,7,3,4,2,3,3,3,0,No
2445,36,Male,Single,Research & Development,Healthcare Representative,3,Life Sciences,Travel_Frequently,3,No,5339,1,14,0,0,0,0,0,4,4,2,3,3,3,0,No
2448,38,Male,Single,Research & Development,Manufacturing Director,3,Life Sciences,Travel_Frequently,4,No,12790,1,22,0,1,1,1,1,2,1,2,3,3,3,1,Yes
2451,60,Female,Single,Research & Development,Healthcare Representative,3,Medical,Non-Travel,4,No,6622,0,7,0,5,0,4,0,3,1,1,3,2,3,0,No
2453,40,Male,Divorced,Sales,Sales Executive,3,Life Sciences,Travel_Rarely,11,No,6129,0,0,2,4,4,4,1,5,3,1,3,3,3,0,No
2455,31,Male,Married,Sales,Sales Executive,2,Life Sciences,Travel_Rarely,29,No,3699,0,11,4,2,2,2,0,2,3,1,3,3,3,0,No
2456,27,Female,Single,Sales,Sales Executive,3,Life Sciences,Travel_Rarely,16,Yes,6796,2,0,6,9,2,4,0,2,1,4,4,2,3,1,Yes
2457,22,Female,Single,Sales,Sales Executive,3,Life Sciences,Travel_Rarely,9,No,7110,0,9,0,3,1,3,1,2,4,4,3,1,3,0,No
2459,33,Male,Divorced,Research & Development,Laboratory Technician,3,Life Sciences,Non-Travel,10,No,3194,0,3,0,13,3,5,3,2,1,3,1,4,3,0,No
2460,44,Male,Single,Sales,Sales Executive,2,Marketing,Travel_Frequently,7,No,7059,1,18,1,14,0,14,0,4,4,3,3,3,3,0,No
2463,41,Male,Divorced,Research & Development,Laboratory Technician,3,Life Sciences,Travel_Rarely,5,Yes,4617,0,10,0,1,1,0,1,0,4,4,3,3,4,0,No
2466,32,Female,Single,Human Resources,Human Resources,4,Life Sciences,Travel_Rarely,6,Yes,3390,0,16,2,1,1,1,1,2,3,3,2,3,3,1,Yes
2467,30,Male,Single,Sales,Sales Representative,3,Marketing,Travel_Rarely,3,No,4916,0,8,1,11,10,0,0,3,2,2,3,3,3,0,No
2468,49,Male,Married,Research & Development,Laboratory Technician,4,Life Sciences,Travel_Rarely,22,No,2681,0,12,2,10,6,0,0,5,4,1,3,3,3,0,No
2469,29,Male,Divorced,Human Resources,Manager,4,Medical,Travel_Rarely,9,Yes,17046,0,9,9,11,0,9,5,3,1,4,3,2,3,1,Yes
2470,42,Male,Single,Human Resources,Human Resources,4,Medical,Travel_Rarely,12,No,3502,0,11,2,14,1,6,4,4,3,2,3,3,3,0,No
2471,27,Male,Married,Sales,Sales Representative,4,Marketing,Travel_Rarely,1,No,2207,1,13,2,0,0,0,0,4,4,4,3,3,3,1,Yes
2473,46,Male,Married,Sales,Sales Executive,3,Marketing,Travel_Rarely,24,No,4248,3,24,4,12,7,2,0,0,1,4,3,1,3,1,Yes
2476,27,Male,Single,Sales,Sales Representative,4,Life Sciences,Travel_Rarely,3,No,1915,0,13,2,1,1,1,0,0,2,3,3,2,3,1,Yes
2477,36,Female,Married,Research & Development,Research Scientist,2,Marketing,Travel_Rarely,3,Yes,3898,1,13,0,2,0,0,2,3,4,3,3,3,3,0,No
2479,42,Male,Single,Research & Development,Research Director,3,Marketing,Travel_Rarely,12,No,14806,1,23,4,8,2,2,0,4,3,2,3,3,3,0,No
2480,38,Male,Married,Research & Development,Healthcare Representative,4,Marketing,Travel_Rarely,22,Yes,8052,2,13,6,1,1,0,1,2,4,4,3,3,3,1,Yes
2483,40,Male,Married,Sales,Manager,3,Life Sciences,Travel_Rarely,1,No,18072,2,8,1,0,0,0,0,5,1,2,2,2,3,0,No
2484,26,Male,Divorced,Research & Development,Laboratory Technician,3,Life Sciences,Travel_Rarely,4,No,2360,0,4,0,8,0,1,5,2,4,1,4,3,4,0,No
2485,36,Female,Married,Research & Development,Laboratory Technician,2,Life Sciences,Travel_Rarely,11,No,1163,1,4,9,5,0,0,3,0,4,3,3,3,3,0,No
2487,39,Male,Divorced,Research & Development,Laboratory Technician,1,Marketing,Travel_Rarely,27,No,3420,0,7,1,7,0,3,1,2,2,4,3,1,3,0,No
2489,44,Male,Single,Research & Development,Laboratory Technician,3,Medical,Travel_Rarely,3,No,4294,1,5,1,0,0,0,0,3,2,4,3,4,3,1,Yes
2493,44,Male,Divorced,Research & Development,Research Scientist,4,Marketing,Travel_Rarely,2,Yes,5343,0,11,0,4,0,1,2,5,1,4,2,3,4,0,No
2496,35,Male,Married,Human Resources,Human Resources,3,Medical,Travel_Rarely,26,No,2799,2,7,0,10,0,10,0,1,4,1,3,4,4,0,No
2498,33,Male,Single,Research & Development,Manufacturing Director,4,Marketing,Travel_Rarely,3,No,15110,1,10,2,15,5,3,7,3,1,3,2,3,3,1,Yes
2499,35,Male,Married,Research & Development,Research Scientist,3,Medical,Travel_Rarely,29,No,7068,2,9,8,4,1,4,4,0,3,1,3,3,3,0,No
2503,41,Male,Married,Research & Development,Research Director,3,Life Sciences,Travel_Rarely,16,No,14125,1,9,0,0,0,0,0,1,3,3,2,2,3,0,No
2504,30,Female,Single,Human Resources,Human Resources,3,Life Sciences,Travel_Rarely,7,No,2972,0,10,1,9,1,2,1,6,1,1,1,3,3,1,Yes
2505,39,Female,Married,Research & Development,Manufacturing Director,2,Marketing,Non-Travel,7,No,16386,1,12,0,14,0,3,1,2,3,3,3,3,3,0,No
2506,47,Male,Divorced,Sales,Manager,2,Life Sciences,Travel_Rarely,1,Yes,16756,1,19,1,9,9,6,0,0,2,3,3,4,3,0,No
2507,28,Male,Single,Sales,Sales Representative,4,Marketing,Non-Travel,12,No,1009,1,20,3,7,2,0,2,3,2,4,1,4,3,0,No
2511,37,Male,Married,Research & Development,Manufacturing Director,4,Life Sciences,Travel_Rarely,5,Yes,16772,1,17,1,18,15,7,1,2,3,4,3,3,3,0,No
2512,18,Female,Married,Sales,Manager,2,Technical Degree,Travel_Rarely,28,Yes,15470,0,9,1,0,0,0,0,1,4,2,3,4,3,0,No
2514,39,Male,Single,Sales,Sales Representative,3,Medical,Travel_Rarely,2,No,5571,1,19,0,0,0,0,0,2,1,2,3,3,4,0,No
2516,45,Female,Married,Sales,Sales Executive,3,Life Sciences,Travel_Rarely,2,No,9757,2,13,0,2,0,0,2,2,3,1,3,2,3,0,No
2517,46,Male,Single,Research & Development,Research Director,4,Medical,Travel_Rarely,2,No,17213,0,19,9,3,3,1,3,4,4,3,4,3,3,0,No
2519,29,Male,Divorced,Sales,Manager,3,Life Sciences,Travel_Rarely,1,No,18527,0,4,0,3,3,3,0,3,1,1,2,2,3,0,No
2520,45,Male,Single,Research & Development,Research Director,2,Marketing,Travel_Frequently,12,Yes,18112,2,10,1,10,2,3,10,3,4,3,1,4,3,0,No
2521,42,Male,Single,Sales,Manager,4,Human Resources,Travel_Rarely,29,Yes,16660,1,26,2,2,1,1,0,0,3,2,1,3,4,0,No
2522,30,Male,Single,Human Resources,Manager,3,Medical,Travel_Rarely,8,Yes,16524,0,5,0,10,7,3,9,4,3,3,3,4,3,1,Yes
2526,28,Female,Married,Sales,Sales Representative,4,Life Sciences,Travel_Frequently,9,No,3575,2,7,0,4,2,0,3,1,2,4,1,4,4,0,No
2527,22,Male,Divorced,Human Resources,Manager,4,Human Resources,Non-Travel,1,No,14584,1,16,1,0,0,0,0,0,3,4,3,3,4,1,Yes
2528,23,Male,Married,Human Resources,Human Resources,3,Life Sciences,Travel_Rarely,8,No,4403,0,13,5,2,1,1,2,4,3,4,2,3,4,0,No
2529,51,Male,Single,Research & Development,Manufacturing Director,2,Life Sciences,Travel_Rarely,8,Yes,15878,1,18,1,0,0,0,0,3,1,1,3,3,3,0,No
2532,18,Male,Married,Research & Development,Manufacturing Director,3,Marketing,Travel_Rarely,11,No,15903,1,12,3,0,0,0,0,3,1,1,3,4,3,1,Yes
2533,58,Male,Single,Research & Development,Healthcare Representative,2,Life Sciences,Travel_Rarely,5,Yes,7191,3,15,4,2,0,1,2,2,4,2,3,3,3,1,Yes
2534,46,Male,Divorced,Research & Development,Laboratory Technician,3,Life Sciences,Travel_Rarely,12,Yes,2028,2,0,0,0,0,0,0,0,1,4,3,2,3,0,No
2536,46,Male,Single,Research & Development,Manufacturing Director,4,Human Resources,Travel_Rarely,10,Yes,12705,0,25,0,4,1,0,0,3,3,2,2,3,4,1,Yes
2539,36,Male,Single,Human Resources,Manager,1,Marketing,Travel_Rarely,5,No,14889,0,11,1,10,1,3,10,1,4,3,2,3,3,0,No
2544,29,Female,Divorced,Research & Development,Healthcare Representative,2,Medical,Travel_Frequently,29,No,6674,2,8,3,4,4,1,4,2,4,4,3,3,3,1,Yes
2545,47,Female,Single,Human Resources,Human Resources,4,Life Sciences,Travel_Frequently,6,No,5015,0,0,4,10,3,3,5,3,2,4,3,3,3,0,No
2548,44,Female,Married,Research & Development,Research Scientist,3,Life Sciences,Travel_Rarely,1,No,5422,1,12,4,10,1,0,1,4,1,3,2,4,3,0,No
2549,28,Male,Divorced,Sales,Sales Representative,1,Life Sciences,Travel_Rarely,1,No,3203,1,3,7,10,1,5,2,0,2,4,3,3,3,1,Yes
2550,47,Female,Divorced,Research & Development,Healthcare Representative,1,Life Sciences,Travel_Rarely,29,No,5460,0,22,0,4,2,1,4,2,4,3,3,3,3,0,No
2551,29,Male,Single,Sales,Manager,2,Life Sciences,Non-Travel,1,No,18487,1,12,1,0,0,0,0,1,2,2,3,1,3,0,No
2552,36,Male,Single,Sales,Sales Representative,4,Medical,Travel_Rarely,4,No,6595,1,9,7,0,0,0,0,2,1,2,4,3,3,0,No
2553,34,Female,Single,Sales,Sales Executive,3,Medical,Travel_Rarely,28,Yes,7170,0,16,0,4,4,1,1,2,3,1,3,2,3,0,No
2555,50,Male,Married,Human Resources,Manager,5,Life Sciences,Non-Travel,1,No,15429,1,15,0,3,3,2,3,2,2,4,3,4,3,0,No
2558,39,Male,Single,Sales,Sales Executive,4,Technical Degree,Travel_Rarely,14,Yes,4901,1,14,4,1,1,1,1,2,4,3,1,4,3,0,No
2559,25,Male,Married,Research & Development,Laboratory Technician,4,Life Sciences,Travel_Rarely,6,No,1874,0,8,4,1,0,1,1,6,2,1,3,2,4,0,No
2560,48,Female,Married,Research & Development,Research Scientist,2,Medical,Travel_Rarely,15,No,3632,1,14,0,4,4,1,1,1,3,4,3,3,3,1,Yes
2561,27,Male,Single,Sales,Sales Representative,3,Medical,Travel_Rarely,13,No,1009,1,12,0,9,2,5,1,2,4,3,4,4,4,1,Yes
2564,32,Female,Single,Sales,Sales Executive,4,Human Resources,Travel_Rarely,1,No,6715,0,1,4,6,6,0,1,3,2,2,3,2,3,0,No
2566,29,Male,Married,Research & Development,Laboratory Technician,4,Life Sciences,Travel_Rarely,12,Yes,1009,1,4,0,11,5,2,6,0,4,1,2,3,3,1,Yes
2567,43,Male,Divorced,Research & Development,Laboratory Technician,3,Marketing,Travel_Rarely,6,Yes,1009,0,15,1,4,2,4,0,4,2,3,3,3,4,0,No
2568,30,Male,Divorced,Research & Development,Research Scientist,3,Life Sciences,Travel_Rarely,18,No,6099,0,12,4,7,1,3,0,2,3,1,2,3,4,0,No
2569,23,Male,Single,Sales,Manager,2,Life Sciences,Travel_Rarely,6,No,17305,0,9,1,5,5,0,0,2,2,2,3,3,3,1,Yes
2570,40,Female,Married,Research & Development,Healthcare Representative,3,Medical,Travel_Rarely,4,No,7270,1,4,9,10,2,0,1,2,4,4,4,3,3,0,No
2571,45,Male,Single,Sales,Sales Representative,4,Medical,Non-Travel,8,No,3554,0,0,0,4,4,2,1,3,2,3,2,3,3,0,No
2572,40,Male,Divorced,Research & Development,Laboratory Technician,4,Technical Degree,Non-Travel,8,Yes,2155,1,6,6,12,1,0,0,2,1,2,3,3,3,0,No
2574,38,Male,Divorced,Sales,Sales Executive,3,Medical,Travel_Frequently,3,No,6502,1,6,5,8,0,1,1,2,1,3,3,3,3,0,No
2577,45,Female,Single,Research & Development,Healthcare Representative,4,Medical,Travel_Rarely,12,No,4467,0,6,9,1,1,1,0,1,3,4,3,3,3,0,No
2578,32,Female,Single,Research & Development,Research Scientist,2,Other,Travel_Rarely,8,Yes,4969,1,2,3,5,1,4,1,3,3,2,3,3,3,0,No
2579,46,Male,Married,Research & Development,Research Director,3,Life Sciences,Travel_Rarely,1,No,15179,1,2,4,2,2,0,0,2,1,4,3,2,3,1,Yes
2581,29,Female,Married,Sales,Sales Executive,2,Life Sciences,Travel_Frequently,1,No,7528,0,15,0,3,0,1,0,3,2,2,2,3,3,0,No
2582,42,Male,Married,Sales,Sales Representative,2,Human Resources,Non-Travel,16,No,3633,0,25,4,10,0,0,3,3,4,3,1,3,4,0,No
2584,38,Male,Single,Research & Development,Research Scientist,4,Life Sciences,Travel_Rarely,28,Yes,5455,1,8,0,7,7,0,2,3,3,4,2,3,3,0,No
2585,44,Male,Married,Sales,Sales Representative,3,Technical Degree,Travel_Rarely,29,No,2320,0,20,1,4,3,0,4,2,4,3,3,3,3,0,No
2587,27,Female,Divorced,Research & Development,Laboratory Technician,2,Medical,Travel_Rarely,8,No,5569,0,7,0,0,0,0,0,2,3,4,4,4,3,0,No
2590,32,Male,Single,Research & Development,Healthcare Representative,2,Medical,Travel_Rarely,11,No,7383,0,3,0,7,0,0,1,3,3,4,3,3,3,0,No
